CHR Start End Gene TenThousandStart TenThousandEnd
11 124266278 124267264 OR8B3 124256278 124277264
11 124293807 124294789 OR8B4 124283807 124304789
11 124310022 124311054 OR8B8 124300022 124321054
11 124412578 124413575 OR8B12 124402578 124423575
11 75145685 75236948 GDPD5 75135685 75246948
11 124439893 124441037 OR8A1 124429893 124451037
11 124481386 124490252 PANX3 124471386 124500252
11 124492732 124505287 TBRG1 124482732 124515287
11 46299212 46342972 CREB3L1 46289212 46352972
11 75273101 75283828 SERPINH1 75263101 75293828
11 124503009 124565603 SIAE 124493009 124575603
11 124543694 124567414 SPA17 124533694 124577414
11 124609742 124617106 NRGN 124599742 124627106
11 46354455 46402104 DGKZ 46344455 46412104
11 124617368 124622134 VSIG2 124607368 124632134
11 124622026 124632186 ESAM 124612026 124642186
11 75297963 75380165 MAP6 75287963 75390165
11 75428864 75444003 MOGAT2 75418864 75454003
11 75470557 75512579 DGAT2 75460557 75522579
11 75526212 75854239 UVRAG 75516212 75864239
11 124735282 124751366 ROBO3 124725282 124761366
11 75897369 75921780 WNT11 75887369 75931780
11 76061000 76092015 PRKRIR 76051000 76102015
11 46402306 46405375 MDK 46392306 46415375
11 76092357 76125663 RP11-111M22.2 76082357 76135663
11 46406640 46408107 CHRM4 46396640 46418107
11 76155967 76264069 C11orf30 76145967 76274069
11 46417964 46615675 AMBRA1 46407964 46625675
11 124753587 124768396 ROBO4 124743587 124778396
11 46624411 46639459 HARBI1 46614411 46649459
11 76368568 76381791 LRRC32 76358568 76391791
11 76493295 76509198 TSKU 76483295 76519198
11 76571911 76737841 ACER3 76561911 76747841
11 124789089 124806308 HEPACAM 124779089 124816308
11 124789146 124790573 HEPN1 124779146 124800573
11 46638826 46696368 ATG13 46628826 46706368
11 124824017 124911385 CCDC15 124814017 124921385
11 124932963 124959131 SLC37A2 124922963 124969131
11 76745385 76753096 B3GNT6 76735385 76763096
11 76777979 76837201 CAPN5 76767979 76847201
11 124966398 124981659 TMEM218 124956398 124991659
11 76813886 76814377 OMP 76803886 76824377
11 46698630 46722165 ARHGAP1 46688630 46732165
11 46722368 46727462 ZNF408 46712368 46737462
11 76839310 76926284 MYO7A 76829310 76936284
11 125034583 125303285 PKNOX2 125024583 125313285
11 46740730 46761056 F2 46730730 46771056
11 125315646 125366213 FEZ1 125305646 125376213
11 46764598 46867847 CKAP5 46754598 46877847
11 76927603 77012732 GDPD4 76917603 77022732
11 77032752 77185680 PAK1 77022752 77195680
11 125439112 125454575 EI24 125429112 125464575
11 46878419 46940193 LRP4 46868419 46950193
11 77225981 77348850 CLNS1A 77215981 77358850
11 46958240 47185936 C11orf49 46948240 47195936
11 77300436 77321400 AQP11 77290436 77331400
11 125461607 125495110 STT3A 125451607 125505110
11 125495036 125546150 CHEK1 125485036 125556150
11 77371041 77532063 RSF1 77361041 77542063
11 77532155 77629478 AAMDC 77522155 77639478
11 77589766 77705724 INTS4 77579766 77715724
11 47185848 47198676 ARFGAP2 47175848 47208676
11 77726761 77757237 KCTD14 77716761 77767237
11 77728017 77790911 NDUFC2-KCTD14 77718017 77800911
11 77774907 77779397 THRSP 77764907 77789397
11 77779350 77791265 NDUFC2 77769350 77801265
11 125541417 125551018 ACRV1 125531417 125561018
11 47199076 47207994 PACSIN3 47189076 47217994
11 77811982 77850706 ALG8 77801982 77860706
11 125616188 125619762 PATE1 125606188 125629762
11 125646008 125648714 PATE2 125636008 125658714
11 47236493 47260767 DDB2 47226493 47270767
11 125658006 125661495 PATE3 125648006 125671495
11 125703211 125709964 PATE4 125693211 125719964
11 125753509 125770543 HYLS1 125743509 125780543
11 125763381 125773116 PUS3 125753381 125783116
11 77882295 77899868 KCTD21 77872295 77909868
11 125773271 125793158 DDX25 125763271 125803158
11 47260853 47270457 ACP2 47250853 47280457
11 77899858 77925757 USP35 77889858 77935757
11 77926343 78129394 GAB2 77916343 78139394
11 125825691 125933230 CDON 125815691 125943230
11 47269851 47290396 NR1H3 47259851 47300396
11 126071993 126081587 RPUSD4 126061993 126091587
11 78147007 78285919 NARS2 78137007 78295919
11 78363876 79151992 TENM4 78353876 79161992
11 126132814 126139039 SRPR 126122814 126149039
11 82534544 82681626 PRCP 82524544 82691626
11 126138950 126148026 FOXRED1 126128950 126158026
11 82611017 82669319 C11orf82 82601017 82679319
11 82684175 82782965 RAB30 82674175 82792965
11 82868030 82898493 PCF11 82858030 82908493
11 126152960 126168740 TIRAP 126142960 126178740
11 126173647 126215644 DCPS 126163647 126225644
11 82904781 82971736 ANKRD42 82894781 82981736
11 47290712 47351582 MADD 47280712 47361582
11 126225535 126310239 ST3GAL4 126215535 126320239
11 82970139 82997450 CCDC90B 82960139 83007450
11 126293254 126873355 KIRREL3 126283254 126883355
11 47352957 47374253 MYBPC3 47342957 47384253
11 128328656 128457453 ETS1 128318656 128467453
11 128556430 128683162 FLI1 128546430 128693162
11 83166055 85338966 DLG2 83156055 85348966
11 167784 207428 BET1L 157784 217428
11 193080 194573 SCGB1C1 183080 204573
11 196738 200261 ODF3 186738 210261
11 47376411 47400127 SPI1 47366411 47410127
11 128706210 128737268 KCNJ1 128696210 128747268
11 207511 215113 RIC8A 197511 225113
11 47428683 47438047 SLC39A13 47418683 47448047
11 128761251 128790930 KCNJ5 128751251 128800930
11 128769460 128775930 C11orf45 128759460 128785930
11 128804626 128813040 TP53AIP1 128794626 128823040
11 128834955 129149219 ARHGAP32 128824955 129159219
11 47440320 47447993 PSMC3 47430320 47457993
11 85339629 85347580 TMEM126B 85329629 85357580
11 215458 236931 SIRT3 205458 246931
11 85359011 85367591 TMEM126A 85349011 85377591
11 85370752 85393951 CREBZF 85360752 85403951
11 129245835 129322171 BARX2 129235835 129332171
11 85394893 85397320 CCDC89 85384893 85407320
11 129685714 129729898 TMEM45B 129675714 129739898
11 47459308 47470730 RAPSN 47449308 47480730
11 129733531 129765485 NFRKB 129723531 129775485
11 47487496 47587121 CELF1 47477496 47597121
11 236546 252983 PSMD13 226546 262983
11 85405267 85522184 SYTL2 85395267 85532184
11 47586888 47606114 NDUFS3 47576888 47616114
11 129769601 129872730 PRDM10 129759601 129882730
11 47586982 47595013 PTPMT1 47576982 47605013
11 47593749 47600567 KBTBD4 47583749 47610567
11 278365 285359 NLRP6 268365 295359
11 47608198 47610746 FAM180B 47598198 47620746
11 47611216 47616211 C1QTNF4 47601216 47626211
11 47638867 47664175 MTCH2 47628867 47674175
11 129939732 130014699 APLP2 129929732 130024699
11 289135 296107 ATHL1 279135 306107
11 298200 299526 IFITM5 288200 309526
11 307631 315272 IFITM2 297631 325272
11 313506 315272 IFITM1 303506 325272
11 319669 327537 IFITM3 309669 337537
11 47681143 47736941 AGBL2 47671143 47746941
11 369796 382116 B4GALNT4 359796 392116
11 392614 404908 PKP3 382614 414908
11 85668727 85780924 PICALM 85658727 85790924
11 47738072 47788995 FNBP4 47728072 47798995
11 405716 417455 SIGIRR 395716 427455
11 130029457 130080271 ST14 130019457 130090271
11 47799639 47870107 NUP160 47789639 47880107
11 85955586 85989855 EED 85945586 85999855
11 130096572 130184581 ZBTB44 130086572 130194581
11 130274820 130298888 ADAMTS8 130264820 130308888
11 417933 442011 ANO9 407933 452011
11 130318869 130346532 ADAMTS15 130308869 130356532
11 130542851 130587247 C11orf44 130532851 130597247
11 86013253 86056969 C11orf73 86003253 86066969
11 130745331 130786404 SNX19 130735331 130796404
11 448268 491393 PTDSS2 438268 501393
11 86085778 86134151 CCDC81 86075778 86144151
11 48002113 48189670 PTPRJ 47992113 48199670
11 48238344 48239314 OR4B1 48228344 48249314
11 48266608 48267622 OR4X2 48256608 48277622
11 48285413 48286330 OR4X1 48275413 48296330
11 48327775 48328704 OR4S1 48317775 48338704
11 48346472 48347507 OR4C3 48336472 48357507
11 48387037 48388017 OR4C5 48377037 48398017
11 48510269 48511332 OR4A47 48500269 48521332
11 49050504 49059579 TRIM49B 49040504 49069579
11 49075266 49080664 TRIM64C 49065266 49090664
11 131240373 132206716 NTM 131230373 132216716
11 494512 507300 RNH1 484512 517300
11 86152150 86383678 ME3 86142150 86393678
11 49168187 49230222 FOLH1 49158187 49240222
11 86502101 86663952 PRSS23 86492101 86673952
11 86656721 86666433 FZD4 86646721 86676433
11 86748886 87034800 TMEM135 86738886 87044800
11 49973943 49974971 OR4C13 49963943 49984971
11 50003009 50004071 OR4C12 49993009 50014071
11 51411378 51412448 OR4A5 51401378 51422448
11 51515282 51516211 OR4C46 51505282 51526211
11 55029658 55038595 TRIM48 55019658 55048595
11 55110627 55111707 OR4A16 55100627 55121707
11 55135360 55136394 OR4A15 55125360 55146394
11 55321783 55322895 OR4C15 55311783 55332895
11 55339604 55340536 OR4C16 55329604 55350536
11 55370830 55371874 OR4C11 55360830 55381874
11 55405834 55406772 OR4P4 55395834 55416772
11 55418380 55419315 OR4S2 55408380 55429315
11 55432614 55433671 OR4C6 55422614 55443671
11 87846410 87908635 RAB38 87836410 87918635
11 55540914 55541858 OR5D13 55530914 55551858
11 55563032 55563976 OR5D14 55553032 55573976
11 55578854 55579952 OR5L1 55568854 55589952
11 55587086 55588073 OR5D18 55577086 55598073
11 55594695 55595630 OR5L2 55584695 55605630
11 55606228 55607214 OR5D16 55596228 55617214
11 55650773 55659286 TRIM51 55640773 55669286
11 55681126 55682058 OR5W2 55671126 55692058
11 55702932 55703876 OR5I1 55692932 55713876
11 55734975 55735990 OR10AG1 55724975 55745990
11 55761157 55762101 OR5F1 55751157 55772101
11 88026760 88070955 CTSC 88016760 88080955
11 55797895 55798869 OR5AS1 55787895 55808869
11 55860753 55861762 OR8I2 55850753 55871762
11 55872519 55873457 OR8H2 55862519 55883457
11 55889849 55890787 OR8H3 55879849 55900787
11 55904247 55905194 OR8J3 55894247 55915194
11 55926870 55927793 OR8K5 55916870 55937793
11 55944094 55945032 OR5J2 55934094 55955032
11 55999490 56000737 OR5T2 55989490 56010737
11 56019676 56020698 OR5T3 56009676 56030698
11 56043029 56044146 OR5T1 56033029 56054146
11 56057529 56058566 OR8H1 56047529 56068566
11 56085783 56086721 OR8K3 56075783 56096721
11 56113421 56114507 OR8K1 56103421 56124507
11 56127691 56128764 OR8J1 56117691 56138764
11 56143100 56144029 OR8U1 56133100 56154029
11 56184734 56185708 OR5R1 56174734 56195708
11 56229945 56230877 OR5M9 56219945 56240877
11 56236964 56238014 OR5M3 56226964 56248014
11 56257825 56258871 OR5M8 56247825 56268871
11 56309746 56310757 OR5M11 56299746 56320757
11 56344212 56345263 OR5M10 56334212 56355263
11 56380031 56380978 OR5M1 56370031 56390978
11 56408942 56409947 OR5AP2 56398942 56419947
11 56431138 56432163 OR5AR1 56421138 56442163
11 88237744 88799113 GRM5 88227744 88809113
11 88910620 89028927 TYR 88900620 89038927
11 56467864 56468781 OR9G1 56457864 56478781
11 56510303 56511287 OR9G4 56500303 56521287
11 56756347 56757342 OR5AK2 56746347 56767342
11 56949221 56959191 LRRC55 56939221 56969191
11 57001051 57004709 APLNR 56991051 57014709
11 57067112 57092426 TNKS1BP1 57057112 57102426
11 57093459 57103351 SSRP1 57083459 57113351
11 57105848 57138073 P2RX3 57095848 57148073
11 57144242 57148623 PRG3 57134242 57158623
11 57154267 57158130 PRG2 57144267 57168130
11 57154838 57191532 RP11-872D17.8 57144838 57201532
11 132284871 133402414 OPCML 132274871 133412414
11 89057524 89322779 NOX4 89047524 89332779
11 133710526 133715433 SPATA19 133700526 133725433
11 57174427 57195053 SLC43A3 57164427 57205053
11 133778459 133826880 IGSF9B 133768459 133836880
11 133938820 134021896 JAM3 133928820 134031896
11 57228022 57245007 RTN4RL2 57218022 57255007
11 134020014 134095348 NCAPD3 134010014 134105348
11 57252007 57283259 SLC43A1 57242007 57293259
11 57295936 57298276 TIMM10 57285936 57308276
11 89443467 89451040 TRIM77 89433467 89461040
11 89530823 89541743 TRIM49 89520823 89551743
11 57308979 57318108 SMTNL1 57298979 57328108
11 89602450 89609185 TRIM64B 89592450 89619185
11 57319129 57335757 UBE2L6 57309129 57345757
11 89644279 89654935 TRIM49D1 89634279 89664935
11 89764274 89806558 TRIM49C 89754274 89816558
11 134094539 134117686 VPS26B 134084539 134127686
11 57364860 57382326 SERPING1 57354860 57392326
11 89864683 89926062 NAALAD2 89854683 89936062
11 134118173 134123264 THYN1 134108173 134133264
11 134123389 134135749 ACAD8 134113389 134145749
11 89934328 89956532 CHORDC1 89924328 89966532
11 57412560 57417417 YPEL4 57402560 57427417
11 57416465 57429340 CLP1 57406465 57439340
11 57435219 57468659 ZDHHC5 57425219 57478659
11 57471186 57479693 MED19 57461186 57489693
11 134144139 134189458 GLB1L3 134134139 134199458
11 57480072 57508445 TMX2 57470072 57518445
11 92085262 92629618 FAT3 92075262 92639618
11 92702886 92718232 MTNR1B 92692886 92728232
11 92877341 92931130 SLC36A4 92867341 92941130
11 134201768 134248235 GLB1L2 134191768 134258235
11 134248398 134281812 B3GAT1 134238398 134291812
11 93063137 93171653 CCDC67 93053137 93181653
11 93211638 93276674 SMCO4 93201638 93286674
11 93394805 93463522 KIAA1731 93384805 93473522
11 93463114 93517557 TAF1D 93453114 93527557
11 93474757 93497915 C11orf54 93464757 93507915
11 93517393 93547861 MED17 93507393 93557861
11 93551398 93583697 VSTM5 93541398 93593697
11 93754527 93846917 HEPHL1 93744527 93856917
11 93862094 93915138 PANX1 93852094 93925138
11 94038759 94040887 FOLR4 94028759 94050887
11 94110477 94134585 GPR83 94100477 94144585
11 94152895 94227074 MRE11A 94142895 94237074
11 94226795 94232749 ANKRD49 94216795 94242749
11 94277006 94354587 PIWIL4 94267006 94364587
11 94277017 94283063 FUT4 94267017 94293063
11 94439597 94609918 AMOTL1 94429597 94619918
11 94706845 94732682 KDM4D 94696845 94742682
11 94758422 94760760 KDM4E 94748422 94770760
11 94822974 94865809 ENDOD1 94812974 94875809
11 94898704 94965705 SESN3 94888704 94975705
11 95502106 95523573 FAM76B 95492106 95533573
11 95523129 95565857 CEP57 95513129 95575857
11 95566046 95658479 MTMR2 95556046 95668479
11 95709762 96076344 MAML2 95699762 96086344
11 96123153 96240738 JRKL 96113153 96250738
11 98891683 100229616 CNTN5 98881683 100239616
11 100558384 100862668 ARHGAP42 100548384 100872668
11 100862811 100864663 TMEM133 100852811 100874663
11 100900355 101001255 PGR 100890355 101011255
11 101322295 101743293 TRPC6 101312295 101753293
11 101761405 101787253 ANGPTL5 101751405 101797253
11 101785746 101871789 KIAA1377 101775746 101881789
11 101981192 102104154 YAP1 101971192 102114154
11 102188215 102210134 BIRC3 102178215 102220134
11 102217942 102249401 BIRC2 102207942 102259401
11 102267063 102341115 TMEM123 102257063 102351115
11 102391239 102401484 MMP7 102381239 102411484
11 102447566 102496063 MMP20 102437566 102506063
11 102562218 102576537 MMP27 102552218 102586537
11 102582526 102597781 MMP8 102572526 102607781
11 102641234 102651359 MMP10 102631234 102661359
11 102660651 102668891 MMP1 102650651 102678891
11 102706532 102714534 MMP3 102696532 102724534
11 102813724 102826463 MMP13 102803724 102836463
11 102932805 102962944 DCUN1D5 102922805 102972944
11 102980160 103350591 DYNC2H1 102970160 103360591
11 103777914 104035107 PDGFD 103767914 104045107
11 103907308 103909922 DDI1 103897308 103919922
11 104756445 104769397 CASP12 104746445 104779397
12 27915671 27924209 MANSC4 27905671 27934209
12 57057127 57082159 PTGES3 57047127 57092159
12 69864129 69973562 FRS2 69854129 69983562
12 75728419 75764340 GLIPR1L1 75718419 75774340
12 27932953 27955973 KLHL42 27922953 27965973
12 49932940 49952091 KCNH3 49922940 49962091
12 65672423 65882024 MSRB3 65662423 65892024
12 28111017 28125638 PTHLH 28101017 28135638
12 125478246 125515777 BRI3BP 125468246 125525777
12 113344582 113369990 OAS1 113334582 113379990
12 54673977 54680872 HNRNPA1 54663977 54690872
12 125549925 125627873 AACS 125539925 125637873
12 117645947 117889975 NOS1 117635947 117899975
12 69979114 69995350 CCT2 69969114 70005350
12 57106212 57125412 NACA 57096212 57135412
12 49950327 49961936 MCRS1 49940327 49971936
12 56598285 56615717 RNF41 56588285 56625717
12 112079950 112123790 BRAP 112069950 112133790
12 75784850 75826468 GLIPR1L2 75774850 75836468
12 113376157 113411054 OAS3 113366157 113421054
12 66217911 66360075 HMGA2 66207911 66370075
12 112123857 112194903 ACAD10 112113857 112204903
12 75874460 75897633 GLIPR1 75864460 75907633
12 121416346 121440315 HNF1A 121406346 121450315
12 28286182 28732883 CCDC91 28276182 28742883
12 56615799 56623638 NABP2 56605799 56633638
12 110436991 110477568 ANKRD13A 110426991 110487568
12 117890817 118406788 KSR2 117880817 118416788
12 57125380 57146157 PRIM1 57115380 57156157
12 110465872 110511491 C12orf76 110455872 110521491
12 66517697 66563765 TMBIM4 66507697 66573765
12 118451393 118470935 RFC5 118441393 118480935
12 66517709 66563852 TMBIM4 66507709 66573852
12 56347889 56367101 PMEL 56337889 56377101
12 56623833 56631630 SLC39A5 56613833 56641630
12 101786898 101801598 ARL1 101776898 101811598
12 75890684 75905416 KRR1 75880684 75915416
12 110562140 110656602 IFT81 110552140 110666602
12 113416200 113449528 OAS2 113406200 113459528
12 125671382 126146917 TMEM132B 125661382 126156917
12 70002351 70004942 LRRC10 69992351 70014942
12 57145945 57181574 HSD17B6 57135945 57191574
12 70037140 70093256 BEST3 70027140 70103256
12 29302036 29493913 FAR2 29292036 29503913
12 56631591 56652175 ANKRD52 56621591 56662175
12 128751948 129192460 TMEM132C 128741948 129202460
12 66582659 66648402 IRAK3 66572659 66658402
12 101869199 101880775 SPIC 101859199 101890775
12 82617460 82752584 CCDC59 82607460 82762584
12 76419227 76427712 PHLDA1 76409227 76437712
12 121458095 121477045 OASL 121448095 121487045
12 57316938 57328189 SDR9C7 57306938 57338189
12 57345219 57353158 RDH16 57335219 57363158
12 129277739 129308528 SLC15A4 129267739 129318528
12 49962001 50038449 PRPF40B 49952001 50048449
12 113494514 113535833 DTX1 113484514 113545833
12 57388230 57390468 GPR182 57378230 57400468
12 29490285 29534122 ERGIC2 29480285 29544122
12 66696325 66737423 HELB 66686325 66747423
12 76438670 76478813 NAP1L1 76428670 76488813
12 118470712 118500235 WSB2 118460712 118510235
12 82752276 82873015 METTL25 82742276 82883015
12 113536624 113574044 RASAL1 113526624 113584044
12 57392618 57400230 ZBTB39 57382618 57410230
12 70132461 70216984 RAB3IP 70122461 70226984
12 57403784 57422667 TAC3 57393784 57432667
12 129337972 129469509 GLT1D1 129327972 129479509
12 56660642 56664750 COQ10A 56650642 56674750
12 83080659 83528649 TMTC2 83070659 83538649
12 56360553 56366568 CDK2 56350553 56376568
12 112191694 112229222 RP11-162P23.2 112181694 112239222
12 7341281 7371170 PEX5 7331281 7381170
12 118501398 118573831 VSIG10 118491398 118583831
12 112204691 112247782 ALDH2 112194691 112257782
12 66741211 67197966 GRIP1 66731211 67207966
12 121570622 121623876 P2RX7 121560622 121633876
